Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 44, nFeatures = 150

feature |          frame
     18 | ( 67.0,207.0)=11265 ( 71.4,197.3)=    0 ( 70.7,188.3)=    0 ( 73.1,178.4)=    0 ( 73.9,171.0)=    0 ( 65.7,168.8)=    0 ( 50.2,171.7)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     19 | (264.0,589.0)=11118 (268.6,582.4)=    0 (268.8,576.7)=    0 (271.5,569.3)=    0 (273.5,564.2)=    0 (269.1,565.1)=    0 (258.0,568.8)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     20 | (294.0,577.0)=10939 (298.7,570.6)=    0 (299.1,564.9)=    0 (301.9,557.5)=    0 (304.1,552.4)=    0 (300.4,553.0)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     21 | (334.0,588.0)=10868 (338.8,581.9)=    0 (339.3,576.3)=    0 (342.1,568.9)=    0 (344.5,563.9)=    0 (340.9,564.7)=    0 (330.4,568.2)=    0 (316.6,570.8)=    0 (304.5,576.2)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     22 | (192.0,590.0)=10725 (196.2,583.3)=    0 (195.9,577.3)=    0 (198.3,569.6)=    0 (200.0,564.6)=    0 (194.8,565.5)=    0 (183.2,569.4)=    0 (167.5,572.6)=    0 (153.8,578.5)=    0 (135.3,586.3)=    0 (114.9,595.0)=    0 ( 94.6,602.6)=    0 ( 74.6,605.8)=    0 ( 48.5,607.4)=    0 ( 30.6,609.4)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     23 | (413.0,553.0)=10659 (418.4,546.9)=    0 (419.8,541.4)=    0 (423.4,534.1)=    0 (426.4,529.0)=    0 (424.2,528.9)=    0 (415.0,531.6)=    0 (403.3,533.3)=    0 (392.7,537.8)=    0 (378.5,543.5)=    0 (362.5,550.4)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     24 | (239.0,628.0)=10482 (243.3,621.6)=    0 (242.7,615.9)=    0 (245.1,608.4)=    0 (246.9,603.7)=    0 (241.7,605.0)=    0 (229.6,609.4)=    0 (213.6,613.0)=    0 (199.8,619.5)=    0 (181.1,627.7)=    0 (160.2,637.4)=    0 (139.4,645.6)=    0 (118.8,649.2)=    0 ( 92.2,651.6)=    0 ( 73.5,654.2)=    0 ( 54.5,657.5)=    0 ( 36.0,660.8)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     25 | (186.0,552.0)=10476 (190.4,545.2)=    0 (190.3,539.0)=    0 (193.3,531.3)=    0 (195.2,526.1)=    0 (190.5,526.4)=    0 (179.5,529.8)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     26 | (216.0,542.0)=10295 (220.5,535.3)=    0 (220.9,529.3)=    0 (223.8,521.6)=    0 (225.8,516.2)=    0 (221.7,516.5)=    0 (211.2,519.7)=    0 (197.1,521.9)=    0 (184.7,526.9)=    0 (167.9,533.1)=    0 (182.0,529.1)=    0 (195.7,523.8)=    0 (179.2,525.4)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     27 | (157.0,520.0)=10286 (161.3,513.0)=    0 (161.6,506.6)=    0 (164.4,498.9)=    0 (166.5,493.5)=    0 (162.1,493.6)=    0 (151.5,496.8)=    0 (137.2,499.0)=    0 (124.8,504.2)=    0 (107.6,510.6)=    0 ( 88.9,518.0)=    0 ( 70.7,524.6)=    0 ( 52.7,526.7)=    0 ( 29.1,526.8)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     28 | (362.0,576.0)=10043 (367.0,569.9)=    0 (367.8,564.3)=    0 (370.7,557.0)=    0 (373.5,551.9)=    0 (370.3,552.4)=    0 (360.2,555.6)=    0 (347.1,557.8)=    0 (335.4,562.9)=    0 (319.9,569.5)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     29 | (232.0,574.0)= 9994 (236.5,567.4)=    0 (236.6,561.5)=    0 (239.3,553.8)=    0 (241.2,548.8)=    0 (236.9,549.4)=    0 (225.7,553.0)=    0 (211.0,555.8)=    0 (198.4,561.3)=    0 (180.9,568.4)=    0 (161.7,576.6)=    0 (142.5,583.8)=    0 (123.8,586.6)=    0 ( 99.3,587.6)=    0 ( 82.5,589.2)=    0 ( 65.6,591.5)=    0 ( 49.2,593.7)=    0 ( 36.4,598.2)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     30 | ( 89.0,540.0)= 9990 ( 92.9,532.9)=    0 ( 92.6,526.5)=    0 ( 95.5,518.5)=    0 ( 97.2,513.4)=    0 ( 91.9,513.7)=    0 ( 80.3,517.5)=    0 ( 64.5,520.4)=    0 ( 51.0,526.0)=    0 ( 32.4,533.2)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     31 | (350.0,554.0)= 9725 (354.9,547.8)=    0 (355.9,542.2)=    0 (359.1,534.8)=    0 (361.7,529.7)=    0 (358.7,529.7)=    0 (349.0,532.8)=    0 (336.3,534.6)=    0 (325.1,539.5)=    0 (309.9,545.5)=    0 (293.1,552.7)=    0 (275.7,558.9)=    0 (259.1,560.9)=    0 (237.9,561.2)=    0 (223.2,562.1)=    0 (208.4,564.0)=    0 (194.1,566.0)=    0 (182.9,570.6)=    0 (167.9,574.0)=    0 (150.8,579.1)=    0 (139.9,583.6)=    0 (131.3,588.9)=    0 (121.9,595.4)=    0 (110.6,601.5)=    0 ( 97.4,609.8)=    0 ( 80.4,612.1)=    0 ( 69.4,605.9)=    0 ( 59.5,607.0)=    0 ( 54.2,607.6)=    0 ( 40.0,603.2)=    0 ( 25.6,599.7)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     32 | (377.0,624.0)= 9426 (382.0,618.1)=    0 (382.5,612.8)=    0 (385.2,605.6)=    0 (387.8,600.8)=    0 (384.3,601.9)=    0 (373.4,605.8)=    0 (359.7,608.8)=    0 (347.5,614.8)=    0 (331.2,622.1)=    0 (312.9,630.9)=    0 (293.8,638.4)=    0 (275.8,641.6)=    0 (252.6,643.4)=    0 (236.0,645.6)=    0 (219.4,648.8)=    0 (203.0,652.1)=    0 (189.3,657.7)=    0 (171.9,662.5)=    0 (152.0,669.3)=    0 (139.1,675.2)=    0 (128.1,682.2)=    0 (116.6,689.5)=    0 (102.8,696.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     33 | (195.0,563.0)= 9376 (199.2,556.2)=    0 (199.4,550.1)=    0 (202.0,542.3)=    0 (204.1,537.2)=    0 (199.3,537.7)=    0 (188.2,541.3)=    0 (173.3,543.9)=    0 (160.2,549.2)=    0 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 
     34 | ( 71.0,163.0)= 9372 ( 75.6,152.8)=    0 ( 75.0,143.5)=    0 ( 77.3,133.4)=    0 ( 78.1,125.5)=    0 ( 69.6,122.9)=    0 ( 54.0,125.6)=    0 ( 32.8,125.2)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     35 | (350.0,620.0)= 9327 (354.9,614.0)=    0 (355.2,608.5)=    0 (357.9,601.4)=    0 (360.5,596.5)=    0 (356.5,597.7)=    0 (345.5,601.6)=    0 (331.2,604.8)=    0 (318.6,610.8)=    0 (301.7,618.3)=    0 (283.0,627.2)=    0 (263.8,634.8)=    0 (245.1,638.0)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     36 | (262.0,563.0)= 9073 (266.6,556.4)=    0 (267.0,550.6)=    0 (269.9,543.0)=    0 (272.1,537.9)=    0 (268.1,538.3)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
